arg,verb,sentence,verb_idx,label
selling,touch,"Mr. Norris added that silver 's sharp fall can be attributed to a series of technical levels that it hit , touching off heavy selling by commodity funds .",21,1
text,touch,"Though Mr. Calvino never wrote his sixth `` memo '' and in all probability would have touched up the text before publication , this last will and testament -- in all its wayward , digressive , allusive idiosyncracy -- is presumably as close as we 'll ever get to the intellectual autobiography of a writer whose significance seems likely to last well into that coming millennium he addresses so warmly in these lectures .",17,1
controversy,touch,"Wang & Wang has submitted a lengthy document to the court in support of New York Chinese , saying , `` The controversy is touching upon and threatening the very cornerstone of U.S. policy and trade relations with Taiwan . ''",25,1
skin,touch,Nor is the model 's skin touched up to unnatural perfection .,6,1
nerve,touch,"The work should have touched a nerve here because of the Korean government 's effort to hide , for the duration of the Olympics , a popular variety of Seoul food -- namely , dog meat .",4,1
manager,touch,"He will certainly take great offense to my description of the Taiwanese as being not much in tune with the outside world , betting gleefully with stocks that no foreign fund manager would touch , and happily oblivious to what the history of financial markets has taught the rest of mankind .",33,1
sector,touch,"`` If the dollar stays at about the same level , that means the Bank of Japan has some room not to raise the discount rate , '' he said , `` which means maybe it 's safe to touch the interest-rate sensitive sectors . ''",41,1
friend,touch,"Western diplomats and other observers say the Northrop situation could be a test case of how far the government of South Korea 's newly elected President Roh Tae Woo will go in investigating questionable matters that touch his old friend and political patron , former President Chun .",36,1
chord,touch,"At a recent Los Angeles fund-raiser , the governor touched a chord when he invoked his immigrant heritage .",11,1
issue,touch,"`` This issue touches all Californians -- it 's the biggest economic prop around -- and he 's got to deal with it , '' says Mervin Field , the non-partisan California pollster .",4,1
area,touch,The thaw in U.S.-Soviet relations has touched many areas of Soviet life .,6,1
indictment,touch,"The indictment touches only lightly on the role Israel played in helping shape the Iran initiative , apparently reflecting the difficulties that Mr. Walsh and his staff encountered in obtaining documents or testimony from the Israeli government .",2,1
round,touch,"American , a unit of Fort Worth , Texas-based AMR Corp . , touched off the latest round of increases last week , when it proposed raising all discount fares except for so-called MaxSavers , the industry 's lowest fare level .",15,1
look,vaporize,"One look at her pudgy face , shot to make her seem like a powder-brained Kewpie doll , vaporizes whatever credibility Jamie 's anguish might have had .",20,1
part,vaporize,"First , there will be `` the last warning , '' a Hiroshima-size nuclear shot , or bigger , to vaporize part of the advancing armor .",23,1
tumor,vaporize,But the Baylor Research Foundation in Dallas soon will unveil a technique for using this versatile laser to vaporize tumors without hurting the surrounding healthy cells .,18,1
advance,vaporize,"In one spectacular 508-point swan dive Oct. 19 , the industrial average crashed back to the level it first surpassed in March 1986 , vaporizing the stunning advances of the intervening months -- along with many investors ' paper profits .",26,1
deal,strike,"Some disheartened resistance commanders , after exhausting their stockpiles , strike private peace deals with Afghan leader Najibullah in exchange for control of minor fiefdoms ; other rebel leaders wither away .",10,1
debate,wither,The debate for the rematch was so withering that Nissan Motor Co. used a news clip of Mr. Tucker 's criticisms in its bid to keep the UAW out of its Tennessee plant .,7,1
interest,wither,Mr. Galvin 's interest in the condo subsequently withered .,8,1
sale,wither,"Since spring , foreign sales had withered as the drought pushed U.S. grain prices even further above world rates .",6,1
boom,wither,They remember how the boom in small stocks withered in March under the glare of bull-market publicity ; some portfolio managers back then were complaining that the public excitement over little stocks was a bit overdone .,8,1
herd,wither,The nation 's cattle herd is withering .,6,1
market,wither,But the OTC market was withering badly near the close and traders said if there was more time prices would have fallen further .,5,1
portfolio,wither,"The combination was supposed to make First RepublicBank Texas 's dominant financial institution ; instead , its $ 24.1 billion loan portfolio has withered in the state 's hard-scrabble economy .",23,1
support,wither,"After sketching a realistic scenario of a prolonged U.S. invasion of Nicaragua , in which hostile media coverage begins to wither initial public support , Mr. Rusher asks whether controls -- even prior restraint -- ca n't legitimately be invoked by the commander-in-chief in order to maintain `` morale '' at home .",20,1
campaign,wither,"Their primary concern is that the latest campaign , like many others before it , will soon wither away , leaving the gangs firmly in control and more contemptuous of the law than ever .",17,1
sale,wither,"But by 1985 the boom was over , and sales had withered to $ 100 million .",11,1
city,absorb,"While the rest of the nation watched with mere curiosity or slight concern , the nation 's fourth-largest city was thoroughly absorbed by the approach of Hurricane Gilbert .",23,1
loss,absorb,"The Monitor 's losses are absorbed by the church 's working fund , which reportedly has declined during the past two years to about $ 200 million from more than $ 280 million , largely because of the stock-market crash .",5,1
shock,absorb,Switzerland is an example of a country that has pursued a domestic price rule and achieved price stability while allowing fluctuations in the exchange rate to absorb real shocks .,26,1
revenue,absorb,In no case did expenditures rise enough after the war to absorb the revenue that would have been available if the war taxes had been retained .,11,1
economy,absorb,"But Korea 's booming economy can absorb them , economists say .",6,1
trademark,attack,He predicted the opinion `` will open up a can of worms because now any trade organization can attack any trademark claimed by someone else in the industry . '',19,1
system,attack,"The specialist system has been attacked frequently since the October market crash , especially by the Chicago-based futures markets .",5,1
market,attack,These pamphlets were among dozens written just after the Tulipmania by anti-speculative partisans attacking the speculative markets and especially futures trading .,15,1
deficit,attack,"He said he intends to push the party to endorse raising the top personal-income-tax rate , perhaps to 38 % from the current 28 % , to attack the federal deficit accumulated during the Reagan years .",31,1
cow,attack,Most budget experts agree that any credible solution to the deficit problem will have to attack two political sacred cows: taxes and Social Security .,15,1
crisis,besiege,"Budgetary gridlock , a possible financial crisis , and a presidency besieged almost immediately by pressing domestic and international economic problems .",11,1
force,besiege,The U.S. armed forces are being besieged these days -- not by foreign military aggressors -- but by aggressive consumer-product marketers .,6,1
sale,cool,A Wall Street Journal story yesterday said sales of the company 's clot-dissolving drug TPA have cooled a bit from the fast pace in December .,18,1
economy,cool,"Britain , expected to be the European growth `` locomotive '' at more than 3.5 % , recently raised interest rates again to cool off its `` overheating '' economy .",24,1
fear,cool,Yesterday 's sell-off cooled inflationary fears throughout the financial markets .,5,1
deux,dance,"The pas de deux danced the past week by Secretary of State Shultz and Senator Sam Nunn has been dreadful political ballet , with the Reagan administration discovering what happens when you choose to dance with your political enemies .",4,1
business,destroy,"Claiborne had said in its complaint last month that Avon 's failure to meet its obligation for the Fall and Christmas seasons , which together account for more than 70 % of annual sales for the venture , would `` irreparably harm and likely destroy the business . ''",45,1
economy,destroy,"{Ethiopian strongman Mengistu Haile Mariam} has destroyed the traditional farming economy with communist controls on prices , by confiscating all land , and by making the state the sole buyer and seller of food .",8,1
campaign,destroy,"An example: Last fall , Joseph Biden 's campaign was destroyed after a leaked videotape showed similarities between his speech and one given by British Labor Party leader Neil Kinnock .",11,1
institution,destroy,"They are so consumed by their own power , by a Mussolini-like ego , that their willingness to run over normal human beings and to destroy honest institutions is unending . ''",27,1
subjectivity,destroy,"This objectivity , however , need not destroy the work 's subjectivity , and Mr. Palmer is wrong in asserting that moral-rights advocates `` claim that a work of art is simply an extension of the personality of the artist . ''",7,1
contract,dissolve,"In the extreme we have revolution , where the existing social contract is dissolved .",13,1
tenet,dissolve,We can also see dissolving a central tenet of those who 've long argued that the large budget and trade deficits of the Reagan years have left the U.S. economy tottering on the edge of ruin .,4,1
company,dissolve,"Last week after months of litigation , the company was officially dissolved , and the trademark was sold for $ 8 million to a Stamford , Conn . , investment firm .",11,1
meeting,drag,Everybody stands up at the session to make sure the meeting does n't drag on and interrupt the day 's routine .,13,1
sale,drag,Sales are dragging for many reasons .,2,1
foot,drag,"The Japanese government is still reeling from U.S. accusations last summer that MITI dragged its feet in investigating the shipment by the Toshiba unit , Toshiba Machine Co . , of sophisticated milling machines to a Soviet shipyard in 1983 and 1984 .",13,1
dollar,drag,A recession could trip up the Canadian dollar 's recovery and a resumption of the dollar 's decline against other major currencies would almost certainly drag the Canadian dollar down too .,25,1
reputation,drag,Mr. McKay has just dragged into the mud the reputation of a former prime minister and current foreign minister of one of this country 's closest allies and in the process spotlighted the political sensitivities of the volatile Middle East .,4,1
negotiation,drag,"As negotiations dragged on , Mr. Finkelstein , known as a straightforward man , exclaimed , `` We 're getting nowhere , and it 's getting late . ''",2,1
chant,drown,"It reported the cheers for the conservative opposition candidate aimed at drowning out the orchestrated chants for the government party 's man , and how ruling-party followers were taunted with cries of `` sheep '' and `` rats '' as security guards surrounded Mr. Salinas .",11,1
showing,eat,"To air fresh shows through June , `` we 'd have to eat the second showing of some episodes , '' he said , which would cause a financial hit .",13,1
citizen,escape,"A plot has taken over St. Louis , from which no citizen , not the city 's ghetto slumlords nor its CEOs , can escape .",24,1
ban,escape,Mr. Tennyson said it 's unfair that foreign cigarette manufacturers who advertise through U.S. magazines will escape the ban .,16,1
virus,escape,"Even Mr. MacKay ca n't escape the national party virus altogether , however .",5,1
maker,escape,"The agreement appears to allow Wilson , a pork processor and producer , to escape the clutches of Doskocil Cos . , a Hutchinson , Kan . , maker of pizza toppings that has waged an aggressive takeover battle .",14,1
ceiling,escape,"The attraction: flexibility , a way to escape the corporate `` glass ceiling , '' and an experienced franchiser to help them learn the ropes .",8,1
sale,evaporate,"Austrian companies , for example , complain that their sales of shoes and clothes to the Soviet Union -- more than $ 100 million in 1984 -- have almost evaporated .",29,1
offer,evaporate,Vista Group 's $ 16-a-share offer quickly evaporated in the controversy .,11,1
fear,evaporate,Soviet fears that the U.S. would establish a naval base in Sri Lanka evaporated .,13,1
majority,evaporate,"Several issues were still sought after in the wake of last week 's bid for Consolidated Gold Fields , but the majority of the takeover froth has evaporated , dealers said .",27,1
competition,examine,"Meanwhile , law-enforcement officials said that investigators are examining the fierce competition that developed between military contractors over a $ 168.9 million contract to build a prototype surveillance blimp for the Navy .",10,1
record,examine,"Before buying into such a clone , it would be worthwhile to examine the current track record of the fund being cloned .",12,1
aspect,examine,Several aspects of the criminal-justice process have been examined .,10,1
force,examine,"If that sounds like obstinacy , perhaps it 's time once more to examine carefully the forces that have kept the Arab-Israeli conflict boiling so long .",13,1
screen,fill,"In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen filled television screens around the world , the perception was that South Africa 's white-dominated government was losing its grip .",14,1
movie,fill,Last year the movies were filled with babies .,5,1
stage,fill,It no longer fills its stage with second-rate English aria-mongers .,3,1
problem,fix,The company did n't fix the problems fast enough .,4,1
office,flood,But Cameloot was just another loser among the entries that flooded the offices of Circus Circus Enterprises Inc. during a contest to name its planned $ 290 million castle-theme resort .,10,1
country,flood,The specter raised by economic nationalists is that the country will be flooded with foreign materials .,12,1
newspaper,flood,"When it was first dedicated , residents flooded local newspapers with letters saying they hated it ; they likened it to a banana or a kid relieving himself from a bridge .",7,1
entertainment,flourish,"But entertainment flourished , with audio and video items logging the biggest quarterly increase in consumption -- $ 23.2 billion .",2,1
economy,flourish,"Indeed , the one truly revolutionary asssumption at loose in the world now is economic: Economies flourish in free markets .",17,1
entrepreneurship,flourish,"For entrepreneurship to flourish , it must be clear to all Poles that money-making not only will be permitted but also will be fostered .",3,1
gold,flow,"Considering the gold flowing into this town , it might do a little better by its patron saint .",3,1
dollar,flow,Dollars flowed from automated teller machines .,1,1
lawsuit,fly,Lawsuits and lawsuit-threats are flying .,6,1
potential,grasp,But he grasped the potential of putting the two together .,2,1
signal,kick,"C-Span 's call-in shows had a separate number for international calls , and the signal was being kicked back to Europe via satellite .",21,1
system,kick,"Hollywood studios claim that cable operators have become a monopoly , that they pay too little in royalties , and that they can kick broadcasters off cable systems and freeze out Hollywood producers .",23,1
program,kill,The lawmaker suggested that Thiokol might be trying to kill the advanced-rocket program to ensure that the current rocket is used even longer .,9,1
request,kill,"Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to kill the Contra request represents the proudest foreign-policy achievement of the Democratic Party in 1988 .",28,1
amendment,knock,"A coalition of civic leaders , civil libertarians and Hispanic groups had gone to federal court in an unsuccessful attempt to knock the amendment off the ballot .",21,1
brew,knock,"Some people can go out to the ball park once a year , knock back a few brews and compare frequent-flier mileage with their buddies while the Great Game goes on before their unseeing eyes .",13,1
light,knock,"To cloak their activities , they knock out lights in elevators and stairwells .",6,1
equipment,knock,An earthquake that shook Los Angeles in October knocked out computer equipment at California Federal Savings and Loan Association .,8,1
aid,lend,"The agreement also helps avoid bickering between Texaco and its independent-minded unit , which pledged to lend its vital aid in the sale .",18,1
meaning,lend,"Instead of being directed at the Mafia , they are being used to lend meaning to fuzzy laws and test novel legal theories in cases against Bob Wallach , securities officials from firms such as Princeton Newport and presumably Drexel Burnham , and now the Marcos family .",13,1
perspective,lend,"An introduction by Edward Shils , the well-known sociologist of ideas -LRB- who has never been a radical -RRB- lends historical perspective to the collection .",21,1
weather,melt,"`` The hot weather just about melted him away , '' Mr. Corbett says with a sigh .",7,1
pound,melt,"Pounds have melted off , she says , during the months of one-night stands .",2,1
boat,miss,"`` A lot of the institutional investors that have missed the boat might want to take the opportunity to get in now , '' he said .",10,1
deadline,miss,MOSCOW APPEARS unwilling to miss a deadline for its pullout from Afghanistan .,4,1
point,miss,"Mr. Grauer added , `` The commission totally missed the point .",9,1
bomb,plant,"The moles were just doing what comes naturally , planting a micromanagement time bomb in another massive piece of legislation .",9,1
league,play,"Not only is this false , Mr. Bilzerian 's suit complains , but the league would n't play by his rules .",17,1
developer,plow,"While a possible recession later this year could make the waters choppy for such projects , developers are plowing ahead by building new marinas or improving old ones .",18,1
money,plow,"As a result , Drexel is plowing more money into leveraged buy-outs , employee buy-outs and other friendly transactions .",6,1
million,pour,"More than $ 5 million is being poured into this year 's campaign , political insiders estimate , making it a hugely expensive municipal debate .",7,1
entry,pour,"Nearly 600 entries poured in , and ten finalists were announced recently .",3,1
aid,pour,Simply pouring more aid into this environment will breed more state-subsidized projects to compete with the private sector and a bigger bureaucracy to administer the projects .,1,1
reserve,pump,"Instead of buying assets and pumping up bank reserves last spring , the Fed should have been heeding the run-up in gold and commodities and playing the sell card .",5,1
shell,rain,"Iranian guns pummeled Basra on the war 's first day , and in the following eight years , about 65 , 000 shells rained down .",23,1
technique,rest,"Mostly , though , her technique rests on a meticulous sifting of every shred of testimony , searching for inconsistencies that may buy her client a better verdict .",6,1
outcome,rest,"However , the final outcome of negotiations on these joint ventures rests largely on whether Texaco can fight off Mr. Icahn at the annual meeting .",11,1
decision,rest,"But the real decision rests with Mr. Kerkorian , the publicity-shy financier who pieced together the new MGM UA from assets retained when the venerable studio was sold to Turner Broadcasting System Inc. in 1986 .",4,1
wave,ride,"To ride the next wave of orders in the extended boom time manufacturers expect , McDonnell is trying to capitalize on an edge it will have in the 1990s over Boeing: the ability to produce a plane powered by fuel-efficient `` prop-fan '' engines .",1,1
product,roll,"He says manufacturers are increasingly rolling out questionable products that are n't fully researched , justified and tested .",5,1
head,roll,"Some analysts say that if Burger King fails to turn around soon , heads will roll at the top .",15,1
which,smooth,"Mr. Campeau has promised to name a Federated team to lead the new Federated-Allied unit , which could smooth much of the anxiety .",20,1
transition,smooth,The two firms retained management consultant Bradford Hildebrandt to analyze the compatibility of the firms and smooth the transition .,16,1
bank,step,"On Wednesday , the Central Bank of the Philippines stepped into the foreign exchange market to sell $ 500 , 000 for pesos , pushing the dollar down to 21.293 pesos .",9,1
sears,step,"After a week of quiet climbing , Sears stepped in and Western Auto leapt 8 5 8 to 18 5 8 .",8,1
effort,step,The central banks may have to step up their efforts to support the dollar if new U.S. employment figures disappoint strongly bearish players this week .,6,1
plan,step,"Publications , which always have had the option of using private instead of second-class delivery , are now stepping up their own alternative delivery plans .",20,1
increase,stick,"There are a host of reasons why the January price increase should be sticking and why prices might go up another few cents in July , when by tradition the industry will reset them .",13,1
member,stick,"If all OPEC members stick to the rules , Saudi Arabia would be willing to permit its production to slide even though the others are producing up to their quotas -- but only for a short period .",4,1
customer,stick,"Intel and Motorola have sought to undo the reputation they got for haughtiness here during chip shortages in 1984 , when Japanese customers were often stuck at the end of their delivery lists .",25,1
lightning,strike,Lightning has n't struck twice: The best of his last three films was the documentary `` Chuck Berry: Hail !,3,1
idea,strike,Ideas may strike it but they just bounce off .,2,1
voter,strike,"In the end , Mr. Dukakis 's cool reserve may strike some voters as a kind of necessary political toughness or as a liability for such high office .",10,1
market,stumble,"London share prices finished a bumpy session little changed Monday , after the market stumbled on news of an unexpected rise in U.K. interest rates .",14,1
takeshita,stumble,"Prime Minister Noboru Takeshita has stumbled , but not seriously enough to affect his six-month-old government .",5,1
country,target,"Heinz is targeting such countries as Germany , France and Portugal for growth in anticipation of the European Community 's plan to eliminate trade barriers within the 12-nation trading bloc by the end of 1992 , the spokesman added .",2,1
crime,target,The Justice Department matched this effort by forming an Environmental Crimes Unit and by targeting environmental crime as a high priority for FBI investigations .,14,1
program,target,"These programs target the 34 million Americans who , according to the National Institutes of Health , need to lose 35 pounds or more .",2,1
talk,touch,"The official , a member of the trade ministry 's Mideast and Africa office , said that `` fundamentally , '' the presidents accepted the request for caution but that the talks did n't touch on any specific measures for slowing trade with South Africa .",35,1
dream,wither,"Elsewhere , the nation 's worst drought in a half-century may be searing crops and withering dreams , but farmers here on the High Plains and in a handful of other spots around the nation where rain is plentiful are rediscovering the truism that clouds can have silver linings .",17,1
group,wither,"But the ANC has grown , and black supremacist breakaway groups have withered .",12,1
pressure,wither,"Indeed , thanks to a well-oiled political machine and skilled manipulation of Panamanian nationalism and class rivalries , Gen. Noriega may well remain in charge for months , even under withering pressure from the U.S .",32,1
technology,absorb,"-- The peaceful absorption into the world economy and polity of nations now moving swiftly to absorb all the major technologies , a group including among others , China and India , Brazil and Mexico .",16,1
personality,attack,"According to this view , a work of art is an extension of the personality of the artist ; to alter or mutilate it is to attack the very personality of the artist .",26,1
governor,attack,"He strongly attacked the Massachusetts governor , asserting that he would lead the nation toward higher taxes , economic stagnation and a weaker defense .",2,1
unemployment,attack,"By spreading the benefits of economic development into depressed regions , Massachusetts economic policy has attacked structural unemployment .",15,1
kingdom,besiege,The marauding huns of the takeover game are besieging ever-larger corporate kingdoms .,8,1
ardor,cool,Takeover speculative ardor cooled in Information Resources .,3,1
progress,destroy,The rollback destroyed this steady progress .,2,1
past,dissolve,"And its matter-of-fact citizens are taking the long view-as befits a place where , in the words of Mr. Dyer 's Boonville history , `` past and present slowly dissolve one into the other . ''",36,1
assembly,dissolve,This was one of the lesser-known reasons why President Zia abruptly dismissed the whole cabinet and dissolved the national assembly on May 29 .,18,1
sale,drag,"GM 's sales were apparently dragged down by a lackluster performance at its Chevrolet division , which saw sales drop 6 % .",5,1
foot,drag,`` That would cause Boeing to finally move on the 7J7 and stop dragging its feet . '',14,1
heel,drag,"That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to drag its heels further .",24,1
lawsuit,drag,"However , a lawsuit could drag on for years .",5,1
offense,drag,"In fact , the biggest problem facing a Jimmy Snyder or Gary Hart today is n't the loss of job or candidacy but the likelihood that he will have to drag his offense forever , like a tin bell , all across the land .",30,1
offer,drag,Their recent hostile tender offer for Chicago-based USG dragged on for months before the company defeated them earlier this year with a sweetened recapitalization plan .,10,1
poverty,escape,"And so long as one-third of the black population is mired in poverty , blacks will not hear of dismantling programs that enabled so many within their ranks to escape poverty in the first place .",31,1
perception,evaporate,"While acknowledging that the many hits he has taken have had an impact , Mr. Quayle says it is merely `` a question of when that perception will evaporate . ''",29,1
result,evaporate,"When they repeated the tests with the special precautions , the sensational results evaporated .",13,1
compliance,examine,"A U.S. District Court judge in Pittsburgh , who was examining BNS 's compliance with federal bank-borrowing regulations , has said he would remove his injunction if Koppers and BNS agreed to merge .",10,1
feasibility,examine,"Several Wall Street investment bankers said clients have instructed them to examine the feasibility of topping the Swiss giant 's bid , but emphasized that interest so far is preliminary .",11,1
people,examine,"The study , which examined 50 people who were wearing lap belts during auto accidents , concluded that 32 would have `` fared substantially better if they had been wearing a lap-shoulder belt . ''",4,1
life,fill,"American life being filled with headaches , aspirin began to catch on .",3,1
life,fill,"Mr. Vann 's life is a stunning story , its surface brilliance concealing sexual compulsions that filled his private life with lies .",16,1
wish,fill,"`` In doing so , it would be filling the wishes of the U.S. government , which also is concerned that the dollar could rise too quickly .",9,1
silence,fill,Locusts fill the eerie silence of old battlegrounds ; peasants give live locusts to their babies as toys .,1,1
building,fix,"The improvements have `` been a catalyst for other owners nearby to fix up their buildings too , '' adds David Fiederlein , the building agent .",13,1
broadcast,flood,Others are flooding their local television broadcasts with press releases and advertising that stresses the quality and safety of the vehicles .,2,1
university,flood,"Shortly afterward , Bob Adams Inc. in Boston flooded 21 universities nationwide with 10 , 000 copies of its annual two bits of advice , a publication called `` Careers and the M.B.A . ''",8,1
reporter,flood,His public-relations people have flooded reporters with copies of his speeches .,6,1
market,flood,"With so many people earning free tickets so easily , the market is flooded with coupons , depressing their value .",13,1
market,flood,"This has given a sheepskin a rarity value unimagined in the 1970s , when the well-educated flooded the labor market and the cabbie with a doctorate drove his way into national folklore .",18,1
market,flood,"The department 's Commodity Credit Corp. has flooded the market with corn `` to contain the damage to the livestock sector from rising prices or a shortage of feed , '' said Ewen Wilson , assistant agriculture secretary for economics .",7,1
club,flourish,"Buyers ' clubs flourish in Manhattan and San Francisco to help the infected and the sick obtain experimental drugs like dextran sulfate , imported from Japan , where it is available over the counter as a way to reduce blood cholesterol .",3,1
class,flourish,And the black middle class has flourished in the past 20 years as opportunities in various professions have opened up .,6,1
resolution,pass,"On June 15 , the Senate passed by a vote of 96 to 0 a resolution -- sponsored by two Democrats , Sasser of Tennessee and Bradley of New Jersey -- urging the President to place the issue of the impact on Western security of credit flows to Warsaw-pact countries on the formal agenda at Toronto .",6,1
people,flow,"If Europe should be a region where merchandise moves freely , why should n't people flow freely ?",15,1
zeal,flow,I beg the tribunal to understand that my zeal did not flow from sympathy with the goals or behavior of most of my clients .,11,1
money,flow,"During the 45 minutes that followed , Sen. Dole and other Republicans complained that too much business money is flowing to Democrats .",19,1
significance,grasp,For Americans to fail to grasp the significance of these developments is to invite greater and more unpleasant surprises than we 've had so far .,5,1
rate,kick,"Even then , however , Australia 's new 49 % tax rate kicked in at an even lower income level than the old 60 % top rate did -- only 30 % above average yearly earnings .",12,1
rally,kick,"Meanwhile , the prospect of new generations of products related to personal computers kicked off rallies in the previously sluggish shares of OTC disk-drive makers .",13,1
off,knock,It recently sued a small local factory that was knocking off its knock-off with a game called Entrepreneurs .,9,1
communication,knock,It knocked out communications on the resort island of Cozumel and leveled slum areas in Cancun on the mainland .,1,1
basis,knock,"The low point was around 1978-1982 , when the bases could have been knocked out quite easily .",15,1
credence,lend,"But the report , published in today 's edition of Science , lends credence to a body of opinion that HIV-2 in some cases may not ravage T-4 cells -- immune sentries of the bloodstream -- as much as it harms cells of the brain or bowel , said Dr. Levy in an interview .",12,1
momentum,lend,"Donald Ogilvie , executive vice president of the American Bankers Association , hailed the Senate vote and said that it would lend `` momentum '' to advocates of similar legislation in the House .",21,1
surplus,melt,"The problem it would confront is those last decades -LRB- 2030-2050 -RRB- of the scenario , when the surplus melts away to zero .",21,1
mine,plant,"More mines than maize is planted in the countryside , much of which is controlled by the guerrillas .",5,1
spirit,plant,Is there any chance that the spirit of a united Europe can be planted beyond the Oder-Neisse Line ?,13,1
trailer,plant,"They 've arranged 1 , 280 hotel and dormitory rooms for Dukakis workers , organized a bus system to get them to the convention , met the volunteers at the airport , distributed the blue-and-white signs that delegates wave to the cameras , and planted the trailers from which campaign managers are staging the convention that introduces the Massachusetts governor to the voters .",49,1
manufacturer,play,"Major retailers have become very good at playing competing manufacturers against one another to obtain free display fixtures , cooperative advertising , extended payment terms and other concessions , as well as price discounts , he said .",7,1
water,pour,"`` Cold water has been poured on the market and any advance has been stopped dead in its tracks , '' one dealer said .",6,1
paper,pour,It pours toilet paper in parts of Michigan .,1,1
troop,gather,"Every day his troops gather under the green , red and black banner of black nationalism and pour out a stream of racial abuse .",4,1
client,pour,"As clients pour into the issues , prices jump .",2,1
capital,pump,They are irate about new capital-adequacy requirements that force securities firms to pump at least 20 % more capital into reserves .,14,1
reserve,pump,"Industry publications of record initially were skeptical of some of the new claims , knowing that Mexico , for instance , had once pumped up its reserves officially to increase bank borrowings .",23,1
loss,roll,"Sunbelt , which had $ 2.3 billion in assets , rolled up a $ 1.2 billion net loss in its fiscal fourth quarter , ended March 31 , that accounted for half the $ 2.4 billion loss in regulatory capital incurred by the nation 's federally insured thrifts during that period .",10,1
cigarette,roll,"Tobacco may have run into its first legal setback and another public relations blow this week , but the cigarettes keep rolling off the line and their makers keep rolling in big profits .",21,1
sleeve,roll,Charity officials say they need trustees who are willing to roll up their sleeves and work for the organization and who will back up their commitment with donations .,10,1
light,absorb,"As Eliot wrote: `` In a warm haze , the sultry light is absorbed , not refracted , by grey stone . . . . '' and flowers do indeed `` sleep in empty silence . ''",15,1
currency,smooth,And Bank of Japan Governor Satoshi Sumita said the central bank would `` act appropriately and flexibly '' if needed to smooth currency and price movements .,22,1
tendency,smooth,What many French voters hope is that they will be electing a moderate president whose wilder tendencies have been smoothed by two uncomfortable years of rubbing shoulders with Mr. Chirac and the free market .,19,1
restructuring,smooth,"And at Mellon Bank Corp . , a followership workshop helped smooth a major restructuring in the corporate banking department .",11,1
member,step,"To help make room , two members representing Newmont would step down .",10,1
war,step,"The suit , filed against the unions representing pilots and machinists , stepped up the war over Eastern 's labor costs that has raged through the company , the Congress and the courts for more than a year .",12,1
hit,step,"Up stepped Cabbage Patch Kids , the industry 's biggest hit ever .",1,1
spiel,step,"If a lot of order-takers are drumming their fingers , the hostess can step up her spiel or drop the price .",15,1
anchor,step,The four anchors `` are stepping over one another .,6,1
campaign,stick,The Republican campaign is sticking to its story of not releasing Mr. Bush 's vice-presidential selection until Thursday .,4,1
charge,stick,"If the charges stick , it could suggest that some concepts of freedom are a bit too broad .",3,1
absence,stick,"His absence stuck out , as Raymond Chandler wrote in a different context , like `` a tarantula on a slice of angel food . ''",2,1
balance,strike,"A survey of U.K. institutional fund managers found most expect London stocks to be flat after the fiscal 1989 budget is announced , as Chancellor of the Exchequer Nigel Lawson strikes a careful balance between cutting taxes and not overstimulating the economy .",30,1
virus,struck,Scientists in their labs when the virus struck called reinforcements for help .,7,1
deal,strike,"If a deal is struck , the 767s will replace aging Soviet-made Ilyushins on LOT 's Warsaw-New York and Warsaw-Chicago routes .",4,1
bargain,strike,"Grosz and Ceausescu paper over their differences , the U.S. and Romania patching up their trade dispute , or Bucharest succeeding , as Budapest has , in striking a commercial bargain with the European Community .",27,1
deal,strike,A mergers and acquisitions expert close to the fight said that Bank of New York might have been able to strike a deal with Irving had it not rebuffed Irving 's recent overtures to come to the bargaining table .,20,1
lightning,strike,It was Jack Germond and Jules Witcover who divined his `` thunderstorm strategy '' -- he keeps wandering around waiting for lightning to strike .,24,1
system,stumble,"But expert systems stumble on many problems involving fuzzy data , since they require too many rules covering too many variations .",3,1
organism,target,The study also showed that different organisms ' stress proteins are chemically similar-raising the possibility that vaccines made with the proteins might prime immune cells to target many disease-causing organisms .,28,1
school,target,"I have authored a bill to implement community-based gang violence intervention programs that would target elementary and junior high schools most affected by gang violence , providing job training , family and individual counseling and other techniques to limit the appeal of gangs and to teach vulnerable youngsters not to need to depend on drugs or gangs .",16,1
company,target,"One reason for success: Proponents targeted only companies held largely by institutions , says John Wilcox of proxy solicitor Georgeson & Co .",6,1
change,target,"In April 1981 , the task force targeted some 30 regulatory changes -- reducing the cost of producing automobiles by more than a billion dollars a year without compromising legitimate regulatory protections .",7,1
niche,target,"Thus , Japanese companies would have to fight it out with foreign rivals that are targeting the same niche , including Fokker B.V. of the Netherlands , British Aerospace PLC , MBB and Boeing .",15,1
spurt,touch,"It says that only unexpectedly bad developments , such as another stock-market crash the size of last October 's , or a sudden surge in oil prices , might damp confidence or touch off a spurt in inflation that might frighten governments into choking off the recovery by raising interest rates significantly .",34,1
style,touch,New England Telephone says the campaign makes it the first local phone company to break with the `` reach out and touch someone '' style of advertising popularized by Ma Bell .,22,1
stoddard,believe,"The new show , Mr. Stoddard believes , `` touches something , consciously or unconsciously , that is about a lot of women 's lives . ''",6,1
